"Time (s)","CO2 Concentration (ppm)"
"84.7","820"
"84.75","1184"
"84.8","1861"
"84.85","257"
"84.9","1659"
"84.95","216"
"85","585"
"85.05","1307"
"85.1","1238"
"85.15","587"
"85.2","1834"
"85.25","154"
"85.3","1853"
"85.35","474"
"85.4","226"
"85.45","717"
"85.5","1706"
"85.55","1177"
"85.6","375"
"85.65","518"
"85.7","279"
"85.75","723"
"85.8","1726"
"85.85","1009"
"85.9","469"
"85.95","975"
"86","1090"
"86.05","1623"
"86.1","739"
"86.15","1100"
"86.2","184"
"86.25","1788"
"86.3","568"
"86.35","1629"
"86.4","791"
"86.45","1822"
"86.5","1862"
"86.55","205"
"86.6","390"
"86.65","236"
"86.7","514"
"86.75","814"
"86.8","1096"
"86.85","1069"
"86.9","1069"
"86.95","692"
"87","110"
"87.05","1566"
"87.1","1225"
"87.15","944"
"87.2","105"
"87.25","93"
"87.3","325"
"87.35","480"
"87.4","647"
"87.45","791"
"87.5","927"
"87.55","1100"
"87.6","1248"
"87.65","1044"
"87.7","918"
"87.75","1059"
"87.8","677"
"87.85","85"
"87.9","1223"
"87.95","1283"
"88","1636"
"88.05","980"
"88.1","310"
"88.15","1897"
"88.2","145"
"88.25","246"
"88.3","127"
"88.35","1100"
"88.4","873"
"88.45","655"
"88.5","1152"
"88.55","151"
"88.6","1752"
"88.65","596"
"88.7","1737"
"88.75","1407"
"88.8","1087"
"88.85","738"
"88.9","269"
"88.95","201"
"89","1749"
"89.05","1469"
"89.1","221"
"89.15","709"
"89.2","568"
"89.25","1829"
"89.3","1659"
"89.35","1132"
"89.4","496"
"89.45","1047"
"89.5","1700"
"89.55","591"
"89.6","1975"
"89.65","1006"
"89.7","1371"
"89.75","1836"
"89.8","552"
"89.85","1148"
"89.9","1893"
"89.95","1761"
"90","1940"
"90.05","197"
"90.1","1412"
"90.15","1075"
"90.2","1553"
"90.25","233"
"90.3","1080"
"90.35","866"
"90.4","1145"
"90.45","1479"
"90.5","1596"
"90.55","683"
"90.6","251"
"90.65","47"
"90.7","1153"
"90.75","1194"
"90.8","161"
"90.85","108"
"90.9","68"
"90.95","14"
"91","370"
"91.05","342"
"91.1","1848"
"91.15","214"
"91.2","333"
"91.25","524"
"91.3","1639"
"91.35","325"
"91.4","1445"
"91.45","1038"
"91.5","1227"
"91.55","198"
"91.6","392"
"91.65","129"
"91.7","1282"
"91.75","1282"
"91.8","191"
"91.85","335"
"91.9","1113"
"91.95","482"
"92","633"
"92.05","1588"
"92.1","1911"
"92.15","1865"
"92.2","1169"
"92.25","883"
"92.3","1360"
"92.35","415"
"92.4","349"
"92.45","892"
"92.5","1020"
"92.55","255"
"92.6","660"
"92.65","1856"
"92.7","95"
"92.75","1388"
"92.8","624"
"92.85","1362"
"92.9","1166"
"92.95","1406"
"93","666"
"93.05","1288"
"93.1","265"
"93.15","1807"
"93.2","668"
"93.25","1144"
"93.3","96"
"93.35","1634"
"93.4","1325"
"93.45","1053"
"93.5","1316"
"93.55","1007"
"93.6","1621"
"93.65","1427"
"93.7","619"
"93.75","1892"
"93.8","374"
"93.85","831"
"93.9","4"
"93.95","1220"
"94","581"
"94.05","1276"
"94.1","1473"
"94.15","27"
"94.2","70"
"94.25","1964"
"94.3","1963"
"94.35","115"
"94.4","15"
"94.45","806"
"94.5","122"
"94.55","3"
"94.6","566"
"94.65","203"
"94.7","80"
"94.75","8"
"94.8","31"
"94.85","647"
"94.9","840"
"94.95","91"
"95","423"
"95.05","704"
"95.1","1319"
"95.15","1015"
"95.2","824"
"95.25","1315"
"95.3","1966"
"95.35","1766"
"95.4","395"
"95.45","1801"
"95.5","833"
"95.55","1903"
"95.6","468"
"95.65","1195"
"95.7","340"
"95.75","1614"
"95.8","1292"
"95.85","876"
"95.9","314"
"95.95","1773"
"96","724"
"96.05","1168"
"96.1","1787"
"96.15","1752"
"96.2","1090"
"96.25","1166"
"96.3","98"
"96.35","1028"
"96.4","1359"
"96.45","1180"
"96.5","1157"
"96.55","977"
"96.6","1235"
"96.65","1900"
"96.7","702"
"96.75","997"
"96.8","1278"
"96.85","1857"
"96.9","854"
"96.95","682"
"97","1934"
"97.05","1676"
"97.1","1667"
"97.15","553"
"97.2","1743"
"97.25","788"
"97.3","87"
"97.35","810"
"97.4","68"
"97.45","809"
"97.5","1608"
"97.55","578"
"97.6","673"
"97.65","1311"
"97.7","268"
"97.75","76"
"97.8","329"
"97.85","1865"
"97.9","467"
"97.95","1408"
"98","1437"
"98.05","374"
"98.1","20"
"98.15","14"
"98.2","823"
"98.25","42"
"98.3","1165"
"98.35","624"
"98.4","672"
"98.45","891"
"98.5","879"
"98.55","753"
"98.6","52"
"98.65","419"
"98.7","928"
"98.75","1380"
"98.8","1382"
"98.85","794"
"98.9","794"
"98.95","285"
"99","725"
"99.05","261"
"99.1","1338"
"99.15","1093"
"99.2","1885"
"99.25","1562"
"99.3","803"
"99.35","1495"
"99.4","1548"
"99.45","266"
"99.5","528"
"99.55","1083"
"99.6","1203"
"99.65","253"
"99.7","1311"
"99.75","1389"
"99.8","1676"
"99.85","233"
"99.9","492"
"99.95","1880"
"100","1166"
"100.05","142"
"100.1","1391"
"100.15","622"
"100.2","1060"
"100.25","724"
"100.3","726"
"100.35","248"
"100.4","61"
"100.45","1440"
"100.5","233"
"100.55","1205"
"100.6","1410"
"100.65","402"
"100.7","1718"
"100.75","988"
"100.8","1875"
"100.85","1606"
"100.9","992"
"100.95","1815"
"101","860"
"101.05","1653"
"101.1","1392"
"101.15","953"
"101.2","91"
"101.25","1403"
"101.3","1554"
"101.35","558"
"101.4","653"
"101.45","84"
"101.5","1199"
"101.55","808"
"101.6","888"
"101.65","349"
"101.7","1679"
"101.75","807"
"101.8","369"
"101.85","1537"
"101.9","1431"
"101.95","257"
"102","1583"
"102.05","1197"
"102.1","409"
"102.15","1508"
"102.2","484"
"102.25","1442"
"102.3","96"
"102.35","1461"
"102.4","1083"
"102.45","722"
"102.5","1764"
"102.55","1764"
"102.6","1496"
"102.65","1496"
"102.7","858"
"102.75","1513"
"102.8","211"
"102.85","7"
"102.9","1741"
"102.95","599"
"103","1431"
"103.05","1058"
"103.1","621"
"103.15","619"
"103.2","1570"
"103.25","1971"
"103.3","827"
"103.35","1306"
"103.4","1096"
"103.45","1872"
"103.5","1559"
"103.55","637"
"103.6","507"
"103.65","730"
"103.7","1153"
"103.75","1365"
"103.8","44"
"103.85","1810"
"103.9","1950"
"103.95","820"
"104","550"
"104.05","878"
"104.1","889"
"104.15","1730"
"104.2","103"
"104.25","884"
"104.3","1171"
"104.35","1545"
"104.4","1682"
"104.45","126"
"104.5","110"
"104.55","101"
"104.6","350"
"104.65","1074"
"104.7","1598"
"104.75","1070"
"104.8","1557"
"104.85","1819"
"104.9","1527"
"104.95","510"
"105","1929"
"105.05","716"
"105.1","1360"
"105.15","490"
"105.2","147"
"105.25","159"
"105.3","1934"
"105.35","1111"
"105.4","1650"
"105.45","1240"
"105.5","1440"
"105.55","756"
"105.6","1578"
"105.65","653"
"105.7","77"
"105.75","1283"
"105.8","889"
"105.85","1861"
"105.9","1088"
"105.95","468"
"106","1607"
"106.05","37"
"106.1","1066"
"106.15","339"
"106.2","885"
"106.25","1822"
"106.3","534"
"106.35","1348"
"106.4","1827"
"106.45","813"
"106.5","1727"
"106.55","116"
"106.6","1553"
"106.65","1873"
"106.7","1338"
"106.75","1318"
"106.8","596"
"106.85","204"
"106.9","1418"
"106.95","1038"
"107","1148"
"107.05","277"
"107.1","1077"
"107.15","1317"
"107.2","1748"
"107.25","1755"
"107.3","43"
"107.35","1131"
"107.4","901"
"107.45","72"
"107.5","669"
"107.55","937"
"107.6","1732"
"107.65","1783"
"107.7","1783"
"107.75","821"
"107.8","526"
"107.85","20"
"107.9","1807"
"107.95","266"
"108","491"
"108.05","971"
"108.1","280"
"108.15","213"
"108.2","122"
"108.25","1445"
"108.3","966"
"108.35","317"
"108.4","1465"
"108.45","530"
"108.5","1853"
"108.55","857"
"108.6","1902"
"108.65","1827"
"108.7","283"
"108.75","1481"
"108.8","793"
"108.85","1990"
"108.9","1594"
"108.95","152"
"109","671"
"109.05","498"
"109.1","36"
"109.15","256"
"109.2","1692"
"109.25","151"
"109.3","749"
"109.35","1609"
"109.4","628"
"109.45","681"
"109.5","801"
"109.55","1389"
"109.6","674"
"109.65","1640"
"109.7","526"
"109.75","1486"
"109.8","276"
"109.85","1881"
"109.9","604"
"109.95","195"
"110","191"
"110.05","942"
"110.1","361"
"110.15","1562"
"110.2","1758"
"110.25","1560"
"110.3","36"
"110.35","407"
"110.4","1028"
"110.45","1076"
"110.5","1488"
"110.55","1839"
"110.6","1377"
"110.65","835"
"110.7","1504"
"110.75","1254"
"110.8","284"
"110.85","1384"
"110.9","1444"
"110.95","107"
"111","1681"
"111.05","615"
"111.1","684"
"111.15","374"
"111.2","522"
"111.25","1866"
"111.3","1757"
"111.35","792"
"111.4","1323"
"111.45","449"
"111.5","263"
"111.55","286"
"111.6","1646"
"111.65","1903"
"111.7","73"
"111.75","1989"
"111.8","1927"
"111.85","957"
"111.9","73"
"111.95","321"
"112","1121"
"112.05","1837"
"112.1","1516"
"112.15","1516"
"112.2","1095"
"112.25","1095"
"112.3","395"
"112.35","1839"
"112.4","1169"
"112.45","1084"
"112.5","1537"
"112.55","1057"
"112.6","672"
"112.65","272"
"112.7","266"
"112.75","1602"
"112.8","1361"
"112.85","770"
"112.9","240"
"112.95","462"
"113","1747"
"113.05","364"
"113.1","1943"
"113.15","1161"
"113.2","1466"
"113.25","1341"
"113.3","1410"
"113.35","709"
"113.4","1228"
"113.45","319"
"113.5","436"
"113.55","1610"
"113.6","1041"
"113.65","197"
"113.7","397"
"113.75","1778"
"113.8","1406"
"113.85","1541"
"113.9","1893"
"113.95","219"
"114","1164"
"114.05","246"
"114.1","1371"
"114.15","1879"
"114.2","314"
"114.25","1125"
"114.3","142"
"114.35","1089"
"114.4","686"
"114.45","1559"
"114.5","591"
"114.55","928"
"114.6","290"
"114.65","483"
"114.7","342"
"114.75","459"
"114.8","1320"
"114.85","894"
"114.9","53"
"114.95","1732"
"115","1291"
"115.05","784"
"115.1","124"
"115.15","349"
"115.2","1757"
"115.25","1569"
"115.3","1349"
"115.35","1795"
"115.4","1881"
"115.45","1663"
"115.5","1800"
"115.55","1504"
"115.6","872"
"115.65","1016"
"115.7","1198"
"115.75","1637"
"115.8","241"
"115.85","1583"
"115.9","1699"
"115.95","969"
"116","1308"
"116.05","1879"
"116.1","1346"
"116.15","705"
"116.2","1326"
"116.25","1543"
"116.3","112"
"116.35","296"
"116.4","1447"
"116.45","800"
"116.5","1595"
"116.55","7"
"116.6","7"
"116.65","1284"
"116.7","1284"
"116.75","850"
"116.8","1574"
"116.85","1266"
"116.9","55"
"116.95","1075"
"117","929"
"117.05","1847"
"117.1","454"
"117.15","1385"
"117.2","773"
"117.25","596"
"117.3","648"
"117.35","521"
"117.4","523"
"117.45","548"
"117.5","374"
"117.55","433"
"117.6","30"
"117.65","921"
"117.7","662"
"117.75","975"
"117.8","1366"
"117.85","632"
"117.9","554"
"117.95","219"
"118","442"
"118.05","749"
"118.1","342"
"118.15","1656"
"118.2","1688"
"118.25","310"
"118.3","1529"
"118.35","312"
"118.4","899"
"118.45","1353"
"118.5","114"
"118.55","188"
"118.6","1979"
"118.65","924"
"118.7","672"
"118.75","598"
"118.8","45"
"118.85","864"
"118.9","1399"
"118.95","1609"
"119","1424"
"119.05","1359"
"119.1","74"
"119.15","1829"
"119.2","842"
"119.25","116"
"119.3","1019"
"119.35","1383"
"119.4","599"
"119.45","1019"
"119.5","623"
"119.55","1601"
"119.6","288"
"119.65","1506"
"119.7","845"
"119.75","1062"
"119.8","15"
"119.85","1858"
"119.9","482"
"119.95","579"
"120","390"
"120.05","420"
"120.1","572"
"120.15","1581"
"120.2","1919"
"120.25","993"
"120.3","1943"
"120.35","725"
"120.4","665"
"120.45","1634"
"120.5","739"
"120.55","1812"
"120.6","370"
"120.65","829"
"120.7","955"
"120.75","378"
"120.8","1432"
"120.85","299"
"120.9","365"
"120.95","716"
"121","472"
"121.05","83"
"121.1","749"
"121.15","1229"
"121.2","709"
"121.25","862"
"121.3","1601"
"121.35","1609"
"121.4","1866"
"121.45","1828"
"121.5","1632"
"121.55","198"
"121.6","1341"
"121.65","482"
"121.7","1315"
"121.75","732"
"121.8","1329"
"121.85","677"
"121.9","769"
"121.95","1384"
"122","977"
"122.05","471"
"122.1","487"
"122.15","1341"
"122.2","661"
"122.25","1980"
"122.3","517"
"122.35","1538"
"122.4","155"
"122.45","155"
"122.5","1914"
"122.55","1914"
"122.6","451"
"122.65","166"
"122.7","1161"
"122.75","1161"
"122.8","1871"
"122.85","376"
"122.9","960"
"122.95","406"
"123","755"
"123.05","728"
"123.1","1890"
"123.15","570"
"123.2","537"
"123.25","703"
"123.3","1088"
"123.35","1101"
"123.4","278"
"123.45","371"
"123.5","809"
"123.55","786"
"123.6","417"
"123.65","1019"
"123.7","924"
"123.75","1234"
"123.8","60"
"123.85","1331"
"123.9","1692"
"123.95","451"
"124","245"
"124.05","1874"
"124.1","44"
"124.15","879"
"124.2","1553"
"124.25","1784"
"124.3","1192"
"124.35","982"
"124.4","1537"
"124.45","1976"
"124.5","812"
"124.55","1622"
"124.6","362"
"124.65","1856"
"124.7","1187"
"124.75","399"
"124.8","759"
"124.85","376"
"124.9","149"
"124.95","1254"
"125","91"
"125.05","895"
"125.1","323"
"125.15","70"
"125.2","1718"
"125.25","30"
"125.3","502"
"125.35","153"
"125.4","1015"
"125.45","1076"
"125.5","1655"
"125.55","545"
"125.6","1071"
"125.65","1914"
"125.7","374"
"125.75","1328"
"125.8","1545"
"125.85","812"
"125.9","1433"
"125.95","1488"
"126","1576"
"126.05","1460"
"126.1","1756"
"126.15","1545"
"126.2","383"
"126.25","1128"
"126.3","1852"
"126.35","812"
"126.4","842"
"126.45","1967"
"126.5","755"
"126.55","786"
"126.6","457"
"126.65","1662"
"126.7","1662"
"126.75","1032"
"126.8","13"
"126.85","64"
"126.9","88"
"126.95","1505"
"127","197"
"127.05","1970"
"127.1","1970"
"127.15","1906"
"127.2","449"
"127.25","1524"
"127.3","323"
"127.35","1281"
"127.4","872"
"127.45","608"
"127.5","345"
"127.55","513"
"127.6","1833"
"127.65","1169"
"127.7","1401"
"127.75","809"
"127.8","312"
"127.85","1791"
"127.9","799"
"127.95","116"
"128","1774"
"128.05","895"
"128.1","1013"
"128.15","848"
"128.2","1159"
"128.25","474"
"128.3","385"
"128.35","1011"
"128.4","650"
"128.45","187"
"128.5","1197"
"128.55","1164"
"128.6","475"
"128.65","83"
"128.7","951"
"128.75","124"
"128.8","1301"
"128.85","1471"
"128.9","746"
"128.95","549"
"129","1193"
"129.05","1284"
"129.1","1042"
"129.15","26"
"129.2","381"
"129.25","224"
"129.3","1322"
"129.35","990"
"129.4","1988"
"129.45","1579"
"129.5","415"
"129.55","1324"
"129.6","931"
"129.65","1392"
"129.7","46"
"129.75","1559"
"129.8","840"
"129.85","1169"
"129.9","1849"
"129.95","1913"
"130","535"
"130.05","671"
"130.1","43"
"130.15","811"
"130.2","1456"
"130.25","1671"
"130.3","547"
"130.35","1777"
"130.4","856"
"130.45","984"
"130.5","186"
"130.55","1068"
"130.6","342"
"130.65","238"
"130.7","1223"
"130.75","1309"
"130.8","717"
"130.85","1374"
"130.9","1315"
"130.95","214"
"131","1038"
"131.05","824"
"131.1","1110"
"131.15","677"
"131.2","1242"
"131.25","8"
"131.3","881"
"131.35","324"
"131.4","741"
"131.45","1160"
"131.5","729"
"131.55","1799"
"131.6","1696"
"131.65","72"
"131.7","265"
"131.75","549"
"131.8","381"
"131.85","1541"
"131.9","1470"
"131.95","782"
"132","808"
"132.05","220"
"132.1","419"
"132.15","743"
"132.2","1951"
"132.25","280"
"132.3","1312"
"132.35","1236"
"132.4","1713"
"132.45","1279"
"132.5","197"
"132.55","1237"
"132.6","872"
"132.65","429"
"132.7","1910"
"132.75","307"
"132.8","1622"
"132.85","1321"
"132.9","1333"
"132.95","1333"
"133","1564"
"133.05","1564"
"133.1","1197"
"133.15","1197"
"133.2","1188"
"133.25","1093"
"133.3","1224"
"133.35","1505"
"133.4","1947"
"133.45","1947"
"133.5","527"
"133.55","173"
"133.6","1679"
"133.65","994"
"133.7","1861"
"133.75","1591"
"133.8","270"
"133.85","661"
"133.9","1984"
"133.95","1849"
"134","1884"
"134.05","14"
"134.1","1624"
"134.15","211"
"134.2","138"
"134.25","1745"
"134.3","58"
"134.35","740"
"134.4","1501"
"134.45","105"
"134.5","1734"
"134.55","1040"
"134.6","1760"
"134.65","1639"
"134.7","1271"
"134.75","365"
"134.8","1767"
"134.85","464"
"134.9","1590"
"134.95","1101"
"135","289"
"135.05","1779"
"135.1","1148"
"135.15","1768"
"135.2","981"
"135.25","1738"
"135.3","1855"
"135.35","867"
"135.4","78"
"135.45","11"
"135.5","386"
"135.55","1080"
"135.6","439"
"135.65","1545"
"135.7","1566"
"135.75","762"
"135.8","738"
"135.85","283"
"135.9","1383"
"135.95","1532"
"136","673"
"136.05","674"
"136.1","898"
"136.15","1374"
"136.2","77"
"136.25","1598"
"136.3","417"
"136.35","21"
"136.4","398"
"136.45","1201"
"136.5","350"
"136.55","1438"
"136.6","928"
"136.65","703"
"136.7","23"
"136.75","756"
"136.8","1060"
"136.85","1047"
"136.9","789"
"136.95","1974"
"137","914"
"137.05","1035"
"137.1","1296"
"137.15","1450"
"137.2","1096"
"137.25","617"
"137.3","197"
"137.35","1176"
"137.4","1312"
"137.45","1255"
"137.5","865"
"137.55","1911"
"137.6","28"
"137.65","1349"
"137.7","521"
"137.75","1645"
"137.8","1153"
"137.85","1943"
"137.9","512"
"137.95","1424"
"138","1905"
"138.05","858"
"138.1","1080"
"138.15","1084"
"138.2","1108"
"138.25","1053"
"138.3","885"
"138.35","1818"
"138.4","553"
"138.45","930"
"138.5","183"
"138.55","972"
"138.6","1492"
"138.65","826"
"138.7","671"
"138.75","643"
"138.8","1431"
"138.85","1130"
"138.9","1898"
"138.95","476"
"139","1227"
"139.05","486"
"139.1","517"
"139.15","445"
"139.2","19"
"139.25","609"
"139.3","262"
"139.35","877"
"139.4","1552"
"139.45","1224"
"139.5","1224"
"139.55","1226"
"139.6","1226"
"139.65","701"
"139.7","582"
"139.75","750"
"139.8","586"
"139.85","137"
"139.9","562"
"139.95","1823"
"140","1154"
"140.05","1999"
"140.1","381"
"140.15","1044"
"140.2","628"
"140.25","405"
"140.3","1982"
"140.35","779"
"140.4","341"
"140.45","1764"
"140.5","1369"
"140.55","251"
"140.6","1693"
"140.65","330"
"140.7","4"
"140.75","1345"
"140.8","76"
"140.85","1174"
"140.9","149"
"140.95","1033"
"141","216"
"141.05","1297"
"141.1","1129"
"141.15","312"
"141.2","1174"
"141.25","1482"
"141.3","1160"
"141.35","1693"
"141.4","1332"
"141.45","1992"
"141.5","1840"
"141.55","1991"
"141.6","1382"
"141.65","32"
"141.7","325"
"141.75","1462"
"141.8","1057"
"141.85","421"
"141.9","1744"
"141.95","362"
"142","1862"
"142.05","1153"
"142.1","1845"
"142.15","236"
"142.2","1365"
"142.25","1640"
"142.3","916"
"142.35","1663"
"142.4","103"
"142.45","128"
"142.5","1192"
"142.55","1451"
"142.6","679"
"142.65","1402"
"142.7","1973"
"142.75","705"
"142.8","1925"
"142.85","1952"
"142.9","665"
"142.95","1641"
"143","1647"
"143.05","601"
"143.1","1439"
"143.15","1890"
"143.2","1817"
"143.25","1278"
"143.3","1311"
"143.35","57"
"143.4","1235"
"143.45","1898"
"143.5","93"
"143.55","1600"
"143.6","889"
"143.65","1116"
"143.7","1784"
"143.75","1393"
"143.8","1997"
"143.85","341"
"143.9","350"
"143.95","862"
"144","623"
"144.05","623"
"144.1","192"
"144.15","192"
"144.2","335"
"144.25","1703"
"144.3","433"
"144.35","1519"
"144.4","603"
"144.45","348"
"144.5","979"
"144.55","1862"
"144.6","913"
"144.65","1931"
"144.7","1421"
"144.75","37"
"144.8","97"
"144.85","1133"
"144.9","532"
"144.95","1201"
"145","1858"
"145.05","1598"
"145.1","1426"
"145.15","1809"
"145.2","1650"
"145.25","1528"
"145.3","1584"
"145.35","793"
"145.4","1222"
"145.45","118"
"145.5","652"
"145.55","1111"
"145.6","333"
"145.65","436"
"145.7","272"
"145.75","1049"
"145.8","1419"
"145.85","197"
"145.9","743"
"145.95","169"
"146","228"
"146.05","1869"
"146.1","154"
"146.15","1644"
"146.2","1507"
"146.25","615"
"146.3","211"
"146.35","977"
"146.4","495"
"146.45","1514"
"146.5","1652"
"146.55","1230"
"146.6","850"
"146.65","1021"
"146.7","1523"
"146.75","930"
"146.8","1943"
"146.85","1840"
"146.9","375"
"146.95","565"
"147","181"
"147.05","1603"
"147.1","1782"
"147.15","1963"
"147.2","525"
"147.25","682"
"147.3","921"
"147.35","344"
"147.4","934"
"147.45","211"
"147.5","751"
"147.55","646"
"147.6","446"
"147.65","252"
"147.7","1130"
"147.75","1813"
"147.8","1331"
"147.85","257"
"147.9","639"
"147.95","1599"
"148","426"
"148.05","1830"
"148.1","587"
"148.15","1766"
"148.2","1780"
"148.25","1118"
"148.3","1118"
"148.35","1508"
"148.4","1508"
"148.45","730"
"148.5","111"
"148.55","1359"
"148.6","1494"
"148.65","642"
"148.7","1253"
"148.75","270"
"148.8","461"
"148.85","659"
"148.9","808"
"148.95","372"
"149","877"
"149.05","1260"
"149.1","1167"
"149.15","1024"
"149.2","374"
"149.25","85"
"149.3","565"
"149.35","556"
"149.4","28"
"149.45","1218"
"149.5","253"
"149.55","855"
"149.6","283"
"149.65","1458"
"149.7","912"
"149.75","562"
"149.8","321"
"149.85","1449"
"149.9","1256"
"149.95","616"
"150","500"
"150.05","1986"
"150.1","487"
"150.15","1179"
"150.2","1061"
"150.25","463"
"150.3","903"
"150.35","611"
"150.4","579"
"150.45","1868"
"150.5","1338"
"150.55","1390"
"150.6","340"
"150.65","523"
"150.7","173"
"150.75","81"
"150.8","685"
"150.85","378"
"150.9","355"
"150.95","1020"
"151","650"
"151.05","1593"
"151.1","24"
"151.15","202"
"151.2","1171"
"151.25","614"
"151.3","1760"
"151.35","92"
"151.4","885"
"151.45","869"
"151.5","201"
"151.55","877"
"151.6","1758"
"151.65","167"
"151.7","862"
"151.75","1093"
"151.8","1835"
"151.85","1616"
"151.9","1737"
"151.95","1130"
"152","1301"
"152.05","566"
"152.1","230"
"152.15","1305"
"152.2","1213"
"152.25","900"
"152.3","1587"
"152.35","1590"
"152.4","1441"
"152.45","1057"
"152.5","1642"
"152.55","1728"
"152.6","1034"
"152.65","363"
"152.7","1403"
"152.75","115"
"152.8","624"
"152.85","679"
"152.9","1433"
"152.95","1433"
"153","1825"
"153.05","1675"
"153.1","522"
"153.15","895"
"153.2","1851"
"153.25","1851"
"153.3","1630"
"153.35","1236"
"153.4","1303"
"153.45","952"
"153.5","713"
"153.55","713"
"153.6","281"
"153.65","1903"
"153.7","547"
"153.75","1914"
"153.8","1879"
"153.85","575"
"153.9","1761"
"153.95","1569"
"154","1396"
"154.05","122"
"154.1","620"
"154.15","1611"
"154.2","897"
"154.25","323"
"154.3","1719"
"154.35","1135"
"154.4","417"
"154.45","1120"
"154.5","766"
"154.55","1441"
"154.6","964"
"154.65","964"
"154.7","69"
"154.75","261"
"154.8","497"
"154.85","1991"
"154.9","1533"
"154.95","133"
"155","1660"
"155.05","1431"
"155.1","1706"
"155.15","1706"
"155.2","69"
"155.25","1124"
"155.3","50"
"155.35","718"
"155.4","414"
"155.45","72"
"155.5","1938"
"155.55","739"
"155.6","1261"
"155.65","211"
"155.7","148"
"155.75","1258"
"155.8","21"
"155.85","461"
"155.9","1539"
"155.95","1864"
"156","242"
"156.05","979"
"156.1","1427"
"156.15","1638"
"156.2","1209"
"156.25","115"
"156.3","805"
"156.35","554"
"156.4","691"
"156.45","1615"
"156.5","252"
"156.55","182"
"156.6","713"
"156.65","1768"
"156.7","353"
"156.75","1510"
"156.8","1716"
"156.85","2"
"156.9","1457"
"156.95","1919"
"157","1751"
"157.05","382"
"157.1","376"
"157.15","1377"
"157.2","1511"
"157.25","569"
"157.3","586"
"157.35","3"
"157.4","1218"
"157.45","1653"
"157.5","964"
"157.55","955"
"157.6","1241"
"157.65","1730"
"157.7","265"
"157.75","457"
"157.8","240"
"157.85","1051"
"157.9","943"
"157.95","1948"
"158","817"
"158.05","1043"
"158.1","710"
"158.15","1031"
"158.2","158"
"158.25","541"
"158.3","1579"
"158.35","38"
"158.4","1082"
"158.45","1693"
"158.5","857"
"158.55","629"
"158.6","1143"
"158.65","290"
"158.7","928"
"158.75","1460"
"158.8","1822"
"158.85","435"
"158.9","1141"
"158.95","504"
"159","1627"
"159.05","1033"
"159.1","194"
"159.15","342"
"159.2","639"
"159.25","1567"
"159.3","1720"
"159.35","275"
"159.4","1025"
"159.45","1524"
"159.5","1406"
"159.55","913"
"159.6","1048"
"159.65","1494"
"159.7","1201"
"159.75","859"
"159.8","657"
"159.85","774"
"159.9","377"
"159.95","426"
"160","1800"
"160.05","1493"
"160.1","255"
"160.15","255"
"160.2","1807"
"160.25","318"
"160.3","1601"
"160.35","1272"
"160.4","1009"
"160.45","830"
"160.5","1404"
"160.55","346"
"160.6","505"
"160.65","1682"
"160.7","1464"
"160.75","50"
"160.8","1818"
"160.85","1301"
"160.9","262"
"160.95","767"
"161","445"
"161.05","1641"
"161.1","1920"
"161.15","621"
"161.2","1011"
"161.25","1624"
"161.3","1550"
"161.35","771"
"161.4","882"
"161.45","195"
"161.5","1939"
"161.55","301"
"161.6","1490"
"161.65","1644"
"161.7","1600"
"161.75","264"
"161.8","378"
"161.85","1868"
"161.9","1114"
"161.95","369"
"162","1416"
"162.05","763"
"162.1","375"
"162.15","1579"
"162.2","987"
"162.25","1302"
"162.3","1497"
"162.35","834"
"162.4","1822"
"162.45","1405"
"162.5","1687"
"162.55","1014"
"162.6","1924"
"162.65","1179"
"162.7","501"
"162.75","139"
"162.8","1415"
"162.85","1788"
"162.9","1398"
"162.95","1047"
"163","922"
"163.05","1244"
"163.1","1437"
"163.15","1743"
"163.2","8"
"163.25","1354"
"163.3","1470"
"163.35","1633"
"163.4","1030"
"163.45","1278"
"163.5","937"
"163.55","441"
"163.6","1280"
"163.65","1459"
"163.7","1661"
"163.75","116"
"163.8","772"
"163.85","1733"
"163.9","1348"
"163.95","1379"
"164","1023"
"164.05","1350"
"164.1","1062"
"164.15","133"
"164.2","621"
"164.25","1364"
"164.3","1245"
"164.35","1692"
"164.4","1371"
"164.45","314"
"164.5","217"
"164.55","1004"
"164.6","912"
"164.65","1298"
"164.7","289"
"164.75","1186"
"164.8","1917"
"164.85","1388"
"164.9","346"
"164.95","1122"
"165","1229"
"165.05","1494"
"165.1","672"
"165.15","749"
"165.2","1106"
"165.25","1106"
"165.3","911"
"165.35","746"
"165.4","1817"
"165.45","1990"
"165.5","13"
"165.55","368"
"165.6","1371"
"165.65","1228"
"165.7","966"
"165.75","356"
"165.8","74"
"165.85","323"
"165.9","1069"
"165.95","204"
"166","1680"
"166.05","324"
"166.1","51"
"166.15","1025"
"166.2","448"
"166.25","387"
"166.3","1633"
"166.35","383"
"166.4","789"
"166.45","789"
"166.5","1614"
"166.55","1168"
"166.6","1748"
"166.65","86"
"166.7","1142"
"166.75","77"
"166.8","22"
"166.85","27"
"166.9","1907"
"166.95","1862"
"167","1529"
"167.05","1040"
"167.1","1610"
"167.15","832"
"167.2","1059"
"167.25","729"
"167.3","94"
"167.35","888"
"167.4","1005"
"167.45","422"
"167.5","278"
"167.55","9"
"167.6","785"
"167.65","1840"
"167.7","48"
"167.75","204"
"167.8","880"
"167.85","1075"
"167.9","628"
