"Time (s)","Flow Rate"
"176.9","406"
"176.95","498"
"177","498"
"177.05","174"
"177.1","174"
"177.15","182"
"177.2","182"
"177.25","620"
"177.3","620"
"177.35","192"
"177.4","192"
"177.45","689"
"177.5","689"
"177.55","393"
"177.6","393"
"177.65","529"
"177.7","529"
"177.75","695"
"177.8","695"
"177.85","632"
"177.9","632"
"177.95","485"
"178","485"
"178.05","33"
"178.1","33"
"178.15","208"
"178.2","208"
"178.25","280"
"178.3","280"
"178.35","786"
"178.4","786"
"178.45","28"
"178.5","28"
"178.55","81"
"178.6","81"
"178.65","671"
"178.7","671"
"178.75","37"
"178.8","37"
"178.85","437"
"178.9","437"
"178.95","476"
"179","476"
"179.05","503"
"179.1","503"
"179.15","429"
"179.2","429"
"179.25","219"
"179.3","219"
"179.35","671"
"179.4","671"
"179.45","65"
"179.5","65"
"179.55","120"
"179.6","120"
"179.65","303"
"179.7","303"
"179.75","512"
"179.8","512"
"179.85","32"
"179.9","32"
"179.95","179"
"180","179"
"180.05","707"
"180.1","707"
"180.15","630"
"180.2","630"
"180.25","166"
"180.3","166"
"180.35","562"
"180.4","562"
"180.45","576"
"180.5","576"
"180.55","532"
"180.6","532"
"180.65","541"
"180.7","541"
"180.75","793"
"180.8","793"
"180.85","227"
"180.9","227"
"180.95","705"
"181","705"
"181.05","460"
"181.1","460"
"181.15","174"
"181.2","174"
"181.25","356"
"181.3","356"
"181.35","688"
"181.4","688"
"181.45","121"
"181.5","121"
"181.55","524"
"181.6","524"
"181.65","529"
"181.7","529"
"181.75","36"
"181.8","36"
"181.85","205"
"181.9","205"
"181.95","122"
"182","122"
"182.05","497"
"182.1","497"
"182.15","528"
"182.2","528"
"182.25","676"
"182.3","676"
"182.35","490"
"182.4","490"
"182.45","521"
"182.5","521"
"182.55","792"
"182.6","792"
"182.65","666"
"182.7","666"
"182.75","435"
"182.8","435"
"182.85","192"
"182.9","192"
"182.95","99"
"183","99"
"183.05","29"
"183.1","29"
"183.15","134"
"183.2","134"
"183.25","534"
"183.3","534"
"183.35","269"
"183.4","269"
"183.45","366"
"183.5","366"
"183.55","648"
"183.6","648"
"183.65","485"
"183.7","485"
"183.75","555"
"183.8","555"
"183.85","90"
"183.9","90"
"183.95","435"
"184","435"
"184.05","270"
"184.1","270"
"184.15","339"
"184.2","339"
"184.25","284"
"184.3","284"
"184.35","403"
"184.4","403"
"184.45","203"
"184.5","203"
"184.55","49"
"184.6","49"
"184.65","348"
"184.7","348"
"184.75","4"
"184.8","4"
"184.85","774"
"184.9","774"
"184.95","591"
"185","591"
"185.05","108"
"185.1","108"
"185.15","791"
"185.2","791"
"185.25","267"
"185.3","267"
"185.35","505"
"185.4","505"
"185.45","40"
"185.5","40"
"185.55","590"
"185.6","590"
"185.65","663"
"185.7","663"
"185.75","38"
"185.8","38"
"185.85","731"
"185.9","731"
"185.95","676"
"186","676"
"186.05","342"
"186.1","342"
"186.15","410"
"186.2","410"
"186.25","603"
"186.3","603"
"186.35","578"
"186.4","578"
"186.45","270"
"186.5","270"
"186.55","258"
"186.6","258"
"186.65","293"
"186.7","293"
"186.75","650"
"186.8","650"
"186.85","761"
"186.9","761"
"186.95","581"
"187","581"
"187.05","29"
"187.1","29"
"187.15","432"
"187.2","432"
"187.25","627"
"187.3","627"
"187.35","755"
"187.4","755"
"187.45","99"
"187.5","99"
"187.55","367"
"187.6","367"
"187.65","430"
"187.7","430"
"187.75","309"
"187.8","309"
"187.85","425"
"187.9","425"
"187.95","639"
"188","639"
"188.05","540"
"188.1","540"
"188.15","131"
"188.2","131"
"188.25","361"
"188.3","361"
"188.35","665"
"188.4","665"
"188.45","282"
"188.5","282"
"188.55","299"
"188.6","299"
"188.65","60"
"188.7","60"
"188.75","231"
"188.8","231"
"188.85","71"
"188.9","71"
"188.95","299"
"189","299"
"189.05","713"
"189.1","713"
"189.15","790"
"189.2","790"
"189.25","647"
"189.3","647"
"189.35","542"
"189.4","542"
"189.45","459"
"189.5","459"
"189.55","416"
"189.6","416"
"189.65","225"
"189.7","225"
"189.75","716"
"189.8","716"
"189.85","637"
"189.9","637"
"189.95","717"
"190","717"
"190.05","621"
"190.1","621"
"190.15","589"
"190.2","589"
"190.25","433"
"190.3","433"
"190.35","459"
"190.4","459"
"190.45","657"
"190.5","657"
"190.55","418"
"190.6","418"
"190.65","677"
"190.7","677"
"190.75","571"
"190.8","571"
"190.85","571"
"190.9","208"
"190.95","208"
"191","208"
"191.05","777"
"191.1","777"
"191.15","777"
"191.2","179"
"191.25","179"
"191.3","179"
"191.35","742"
"191.4","742"
"191.45","742"
"191.5","416"
"191.55","416"
"191.6","416"
"191.65","282"
"191.7","282"
"191.75","282"
"191.8","33"
"191.85","33"
"191.9","33"
"191.95","185"
"192","185"
"192.05","185"
"192.1","721"
"192.15","721"
"192.2","721"
"192.25","145"
"192.3","145"
"192.35","145"
"192.4","111"
"192.45","111"
"192.5","111"
"192.55","547"
"192.6","547"
"192.65","547"
"192.7","737"
"192.75","737"
"192.8","737"
"192.85","795"
"192.9","795"
"192.95","795"
"193","464"
"193.05","464"
"193.1","464"
"193.15","26"
"193.2","26"
"193.25","26"
"193.3","41"
"193.35","41"
"193.4","41"
"193.45","172"
"193.5","172"
"193.55","172"
"193.6","172"
"193.65","172"
"193.7","172"
"193.75","60"
"193.8","60"
"193.85","60"
"193.9","498"
"193.95","498"
"194","498"
"194.05","328"
"194.1","328"
"194.15","328"
"194.2","264"
"194.25","264"
"194.3","264"
"194.35","56"
"194.4","56"
"194.45","56"
"194.5","7"
"194.55","7"
"194.6","7"
"194.65","465"
"194.7","465"
"194.75","465"
"194.8","587"
"194.85","587"
"194.9","587"
"194.95","629"
"195","629"
"195.05","629"
"195.1","659"
"195.15","659"
"195.2","659"
"195.25","439"
"195.3","439"
"195.35","439"
"195.4","120"
"195.45","120"
"195.5","120"
"195.55","577"
"195.6","577"
"195.65","577"
"195.7","146"
"195.75","146"
"195.8","146"
"195.85","271"
"195.9","271"
"195.95","271"
"196","380"
"196.05","380"
"196.1","380"
"196.15","431"
"196.2","431"
"196.25","431"
"196.3","147"
"196.35","147"
"196.4","147"
"196.45","722"
"196.5","722"
"196.55","722"
"196.6","21"
"196.65","21"
"196.7","21"
"196.75","434"
"196.8","434"
"196.85","434"
"196.9","286"
"196.95","286"
"197","286"
"197.05","320"
"197.1","320"
"197.15","320"
"197.2","81"
"197.25","81"
"197.3","81"
"197.35","236"
"197.4","236"
"197.45","236"
"197.5","736"
"197.55","736"
"197.6","736"
"197.65","716"
"197.7","716"
"197.75","716"
"197.8","277"
"197.85","277"
"197.9","277"
"197.95","148"
"198","148"
"198.05","148"
"198.1","104"
"198.15","104"
"198.2","104"
"198.25","0"
"198.3","0"
"198.35","0"
"198.4","375"
"198.45","375"
"198.5","375"
"198.55","660"
"198.6","660"
"198.65","660"
"198.7","525"
"198.75","525"
"198.8","525"
"198.85","318"
"198.9","318"
"198.95","318"
"199","544"
"199.05","544"
"199.1","544"
"199.15","708"
"199.2","708"
"199.25","708"
"199.3","91"
"199.35","91"
"199.4","91"
"199.45","327"
"199.5","327"
"199.55","327"
"199.6","149"
"199.65","149"
"199.7","149"
"199.75","762"
"199.8","762"
"199.85","762"
"199.9","749"
"199.95","749"
"200","749"
"200.05","466"
"200.1","466"
"200.15","466"
"200.2","407"
"200.25","407"
"200.3","407"
"200.35","457"
"200.4","457"
"200.45","457"
"200.5","521"
"200.55","521"
"200.6","521"
"200.65","648"
"200.7","648"
"200.75","648"
"200.8","26"
"200.85","26"
"200.9","26"
"200.95","506"
"201","506"
"201.05","506"
"201.1","221"
"201.15","221"
"201.2","221"
"201.25","97"
"201.3","97"
"201.35","97"
"201.4","98"
"201.45","98"
"201.5","98"
"201.55","665"
"201.6","665"
"201.65","665"
"201.7","108"
"201.75","108"
"201.8","108"
"201.85","684"
"201.9","684"
"201.95","684"
"202","74"
"202.05","74"
"202.1","74"
"202.15","424"
"202.2","424"
"202.25","424"
"202.3","669"
"202.35","669"
"202.4","669"
"202.45","703"
"202.5","703"
"202.55","703"
"202.6","623"
"202.65","623"
"202.7","623"
"202.75","362"
"202.8","362"
"202.85","362"
"202.9","674"
"202.95","674"
"203","674"
"203.05","354"
"203.1","354"
"203.15","354"
"203.2","665"
"203.25","665"
"203.3","665"
"203.35","474"
"203.4","474"
"203.45","474"
"203.5","720"
"203.55","720"
"203.6","720"
"203.65","670"
"203.7","670"
"203.75","670"
"203.8","485"
"203.85","485"
"203.9","485"
"203.95","183"
"204","183"
"204.05","183"
"204.1","712"
"204.15","712"
"204.2","712"
"204.25","266"
"204.3","266"
"204.35","266"
"204.4","489"
"204.45","489"
"204.5","489"
"204.55","519"
"204.6","519"
"204.65","519"
"204.7","436"
"204.75","436"
"204.8","436"
"204.85","228"
"204.9","228"
"204.95","228"
"205","303"
"205.05","303"
"205.1","303"
"205.15","317"
"205.2","317"
"205.25","317"
"205.3","591"
"205.35","591"
"205.4","591"
"205.45","621"
"205.5","621"
"205.55","621"
"205.6","20"
"205.65","20"
"205.7","20"
"205.75","443"
"205.8","443"
"205.85","443"
"205.9","526"
"205.95","526"
"206","526"
"206.05","526"
"206.1","526"
"206.15","526"
"206.2","638"
"206.25","638"
"206.3","638"
"206.35","525"
"206.4","525"
"206.45","525"
"206.5","281"
"206.55","281"
"206.6","281"
"206.65","703"
"206.7","703"
"206.75","703"
"206.8","789"
"206.85","789"
"206.9","789"
"206.95","32"
"207","32"
"207.05","32"
"207.1","68"
"207.15","68"
"207.2","68"
"207.25","111"
"207.3","111"
"207.35","111"
"207.4","345"
"207.45","345"
"207.5","345"
"207.55","122"
"207.6","122"
"207.65","122"
"207.7","404"
"207.75","404"
"207.8","404"
"207.85","483"
"207.9","483"
"207.95","483"
"208","318"
"208.05","318"
"208.1","318"
"208.15","678"
"208.2","678"
"208.25","678"
"208.3","70"
"208.35","70"
"208.4","70"
"208.45","517"
"208.5","517"
"208.55","517"
"208.6","787"
"208.65","787"
"208.7","787"
"208.75","35"
"208.8","35"
"208.85","35"
"208.9","644"
"208.95","644"
"209","644"
"209.05","530"
"209.1","530"
"209.15","530"
"209.2","148"
"209.25","148"
"209.3","148"
"209.35","41"
"209.4","41"
"209.45","41"
"209.5","440"
"209.55","440"
"209.6","440"
"209.65","548"
"209.7","548"
"209.75","548"
"209.8","537"
"209.85","537"
"209.9","537"
"209.95","740"
"210","740"
"210.05","740"
"210.1","533"
"210.15","533"
"210.2","533"
"210.25","666"
"210.3","666"
"210.35","666"
"210.4","646"
"210.45","646"
"210.5","646"
"210.55","353"
"210.6","353"
"210.65","353"
"210.7","738"
"210.75","738"
"210.8","738"
"210.85","419"
"210.9","419"
"210.95","419"
"211","8"
"211.05","8"
"211.1","8"
"211.15","254"
"211.2","254"
"211.25","254"
"211.3","507"
"211.35","507"
"211.4","507"
"211.45","696"
"211.5","696"
"211.55","696"
"211.6","185"
"211.65","185"
"211.7","185"
"211.75","406"
"211.8","406"
"211.85","406"
"211.9","434"
"211.95","434"
"212","434"
"212.05","134"
"212.1","134"
"212.15","134"
"212.2","9"
"212.25","9"
"212.3","9"
"212.35","476"
"212.4","476"
"212.45","476"
"212.5","699"
"212.55","699"
"212.6","699"
"212.65","56"
"212.7","56"
"212.75","56"
"212.8","245"
"212.85","245"
"212.9","245"
"212.95","245"
"213","245"
"213.05","245"
"213.1","201"
"213.15","201"
"213.2","201"
"213.25","757"
"213.3","757"
"213.35","757"
"213.4","529"
"213.45","529"
"213.5","529"
"213.55","149"
"213.6","149"
"213.65","149"
"213.7","112"
"213.75","112"
"213.8","112"
"213.85","521"
"213.9","521"
"213.95","521"
"214","613"
"214.05","613"
"214.1","613"
"214.15","458"
"214.2","458"
"214.25","458"
"214.3","570"
"214.35","570"
"214.4","570"
"214.45","129"
"214.5","129"
"214.55","129"
"214.6","536"
"214.65","536"
"214.7","536"
"214.75","578"
"214.8","578"
"214.85","578"
"214.9","1"
"214.95","1"
"215","1"
"215.05","133"
"215.1","133"
"215.15","133"
"215.2","37"
"215.25","37"
"215.3","37"
"215.35","660"
"215.4","660"
"215.45","660"
"215.5","404"
"215.55","404"
"215.6","404"
"215.65","571"
"215.7","571"
"215.75","571"
"215.8","10"
"215.85","10"
"215.9","10"
"215.95","525"
"216","525"
"216.05","525"
"216.1","485"
"216.15","485"
"216.2","485"
"216.25","737"
"216.3","737"
"216.35","737"
"216.4","665"
"216.45","665"
"216.5","665"
"216.55","169"
"216.6","169"
"216.65","169"
"216.7","198"
"216.75","198"
"216.8","198"
"216.85","463"
"216.9","463"
"216.95","463"
"217","333"
"217.05","333"
"217.1","333"
"217.15","640"
"217.2","640"
"217.25","640"
"217.3","626"
"217.35","626"
"217.4","626"
"217.45","429"
"217.5","429"
"217.55","429"
"217.6","594"
"217.65","594"
"217.7","594"
"217.75","250"
"217.8","250"
"217.85","250"
"217.9","729"
"217.95","729"
"218","729"
"218.05","405"
"218.1","405"
"218.15","405"
"218.2","191"
"218.25","191"
"218.3","191"
"218.35","380"
"218.4","380"
"218.45","380"
"218.5","662"
"218.55","662"
"218.6","662"
"218.65","312"
"218.7","312"
"218.75","312"
"218.8","420"
"218.85","420"
"218.9","420"
"218.95","729"
"219","729"
"219.05","729"
"219.1","392"
"219.15","392"
"219.2","392"
"219.25","598"
"219.3","598"
"219.35","598"
"219.4","416"
"219.45","416"
"219.5","416"
"219.55","168"
"219.6","168"
"219.65","168"
"219.7","216"
"219.75","216"
"219.8","216"
"219.85","64"
"219.9","64"
"219.95","64"
"220","515"
"220.05","515"
"220.1","515"
"220.15","85"
"220.2","85"
"220.25","85"
"220.3","44"
"220.35","44"
"220.4","44"
"220.45","158"
"220.5","158"
"220.55","158"
"220.6","741"
"220.65","741"
"220.7","741"
"220.75","566"
"220.8","566"
"220.85","566"
"220.9","83"
"220.95","83"
"221","83"
"221.05","76"
"221.1","76"
"221.15","76"
"221.2","678"
"221.25","678"
"221.3","678"
"221.35","670"
"221.4","670"
"221.45","670"
"221.5","613"
"221.55","613"
"221.6","613"
"221.65","352"
"221.7","352"
"221.75","352"
"221.8","395"
"221.85","395"
"221.9","395"
"221.95","204"
"222","204"
"222.05","204"
"222.1","82"
"222.15","82"
"222.2","82"
"222.25","80"
"222.3","80"
"222.35","80"
"222.4","86"
"222.45","86"
"222.5","86"
"222.55","323"
"222.6","323"
"222.65","323"
"222.7","509"
"222.75","509"
"222.8","509"
"222.85","519"
"222.9","519"
"222.95","519"
"223","135"
"223.05","135"
"223.1","135"
"223.15","695"
"223.2","695"
"223.25","695"
"223.3","124"
"223.35","124"
"223.4","124"
"223.45","547"
"223.5","547"
"223.55","547"
"223.6","528"
"223.65","528"
"223.7","528"
"223.75","213"
"223.8","213"
"223.85","213"
"223.9","486"
"223.95","486"
"224","486"
"224.05","247"
"224.1","247"
"224.15","247"
"224.2","11"
"224.25","11"
"224.3","11"
"224.35","183"
"224.4","183"
"224.45","183"
"224.5","751"
"224.55","751"
"224.6","751"
"224.65","590"
"224.7","590"
"224.75","590"
"224.8","539"
"224.85","539"
"224.9","539"
"224.95","599"
"225","599"
"225.05","599"
"225.1","121"
"225.15","121"
"225.2","121"
"225.25","611"
"225.3","611"
"225.35","611"
"225.4","206"
"225.45","206"
"225.5","206"
"225.55","193"
"225.6","193"
"225.65","193"
"225.7","81"
"225.75","81"
"225.8","81"
"225.85","281"
"225.9","281"
"225.95","281"
"226","234"
"226.05","234"
"226.1","234"
"226.15","531"
"226.2","531"
"226.25","531"
"226.3","240"
"226.35","240"
"226.4","240"
"226.45","728"
"226.5","728"
"226.55","728"
"226.6","696"
"226.65","696"
"226.7","696"
"226.75","154"
"226.8","154"
"226.85","154"
"226.9","467"
"226.95","467"
"227","467"
"227.05","200"
"227.1","200"
"227.15","200"
"227.2","735"
"227.25","735"
"227.3","735"
"227.35","500"
"227.4","500"
"227.45","500"
"227.5","785"
"227.55","785"
"227.6","785"
"227.65","786"
"227.7","786"
"227.75","786"
"227.8","216"
"227.85","216"
"227.9","216"
"227.95","279"
"228","279"
"228.05","279"
"228.1","449"
"228.15","449"
"228.2","449"
"228.25","650"
"228.3","650"
"228.35","650"
"228.4","584"
"228.45","584"
"228.5","584"
"228.55","492"
"228.6","492"
"228.65","492"
"228.7","276"
"228.75","276"
"228.8","276"
"228.85","62"
"228.9","62"
"228.95","62"
"229","305"
"229.05","305"
"229.1","305"
"229.15","305"
"229.2","305"
"229.25","305"
"229.3","168"
"229.35","168"
"229.4","168"
"229.45","168"
"229.5","168"
"229.55","168"
"229.6","467"
"229.65","467"
"229.7","467"
"229.75","467"
"229.8","467"
"229.85","467"
"229.9","497"
"229.95","497"
"230","497"
"230.05","303"
"230.1","303"
"230.15","303"
"230.2","575"
"230.25","575"
"230.3","575"
"230.35","775"
"230.4","775"
"230.45","775"
"230.5","332"
"230.55","332"
"230.6","332"
"230.65","521"
"230.7","521"
"230.75","521"
"230.8","495"
"230.85","495"
"230.9","495"
"230.95","709"
"231","709"
"231.05","709"
"231.1","491"
"231.15","491"
"231.2","491"
"231.25","544"
"231.3","544"
"231.35","544"
"231.4","676"
"231.45","676"
"231.5","676"
"231.55","195"
"231.6","195"
"231.65","195"
"231.7","536"
"231.75","536"
"231.8","536"
"231.85","795"
"231.9","795"
"231.95","795"
"232","162"
"232.05","162"
"232.1","162"
"232.15","244"
"232.2","244"
"232.25","244"
"232.3","152"
"232.35","152"
"232.4","152"
"232.45","31"
"232.5","31"
"232.55","31"
"232.6","179"
"232.65","179"
"232.7","179"
"232.75","239"
"232.8","239"
"232.85","239"
"232.9","49"
"232.95","49"
"233","49"
"233.05","733"
"233.1","733"
"233.15","733"
"233.2","76"
"233.25","76"
"233.3","76"
"233.35","76"
"233.4","76"
"233.45","76"
"233.5","623"
"233.55","623"
"233.6","623"
"233.65","507"
"233.7","507"
"233.75","507"
"233.8","507"
"233.85","507"
"233.9","507"
"233.95","295"
"234","295"
"234.05","295"
"234.1","53"
"234.15","53"
"234.2","53"
"234.25","756"
"234.3","756"
"234.35","756"
"234.4","515"
"234.45","515"
"234.5","515"
"234.55","633"
"234.6","633"
"234.65","633"
"234.7","111"
"234.75","111"
"234.8","111"
"234.85","255"
"234.9","255"
"234.95","255"
"235","765"
"235.05","765"
"235.1","765"
"235.15","539"
"235.2","539"
"235.25","539"
"235.3","644"
"235.35","644"
"235.4","644"
"235.45","685"
"235.5","685"
"235.55","685"
"235.6","604"
"235.65","604"
"235.7","604"
"235.75","286"
"235.8","286"
"235.85","286"
"235.9","381"
"235.95","381"
"236","381"
"236.05","154"
"236.1","154"
"236.15","154"
"236.2","219"
"236.25","219"
"236.3","219"
"236.35","98"
"236.4","98"
"236.45","98"
"236.5","288"
"236.55","288"
"236.6","288"
"236.65","707"
"236.7","707"
"236.75","707"
"236.8","102"
"236.85","102"
"236.9","102"
"236.95","61"
"237","61"
"237.05","61"
"237.1","67"
"237.15","67"
"237.2","67"
"237.25","708"
"237.3","708"
"237.35","708"
"237.4","303"
"237.45","303"
"237.5","303"
"237.55","540"
"237.6","540"
"237.65","540"
"237.7","365"
"237.75","365"
"237.8","365"
"237.85","264"
"237.9","264"
"237.95","264"
"238","132"
"238.05","132"
"238.1","132"
"238.15","411"
"238.2","411"
"238.25","411"
"238.3","511"
"238.35","511"
"238.4","511"
"238.45","709"
"238.5","709"
"238.55","709"
"238.6","617"
"238.65","617"
"238.7","617"
"238.75","131"
"238.8","131"
"238.85","131"
"238.9","592"
"238.95","592"
"239","592"
"239.05","302"
"239.1","302"
"239.15","302"
"239.2","456"
"239.25","456"
"239.3","456"
"239.35","115"
"239.4","115"
"239.45","115"
"239.5","457"
"239.55","457"
"239.6","457"
"239.65","307"
"239.7","307"
"239.75","307"
"239.8","105"
"239.85","105"
"239.9","105"
"239.95","187"
"240","187"
"240.05","187"
"240.1","550"
"240.15","550"
"240.2","550"
"240.25","421"
"240.3","421"
"240.35","421"
"240.4","81"
"240.45","81"
"240.5","81"
"240.55","158"
"240.6","158"
"240.65","158"
"240.7","306"
"240.75","306"
"240.8","306"
"240.85","110"
"240.9","110"
"240.95","110"
"241","415"
"241.05","415"
"241.1","415"
"241.15","764"
"241.2","764"
"241.25","764"
"241.3","476"
"241.35","476"
"241.4","476"
"241.45","78"
"241.5","78"
"241.55","78"
"241.6","273"
"241.65","273"
"241.7","273"
"241.75","255"
"241.8","255"
"241.85","255"
"241.9","348"
"241.95","348"
"242","348"
"242.05","760"
"242.1","760"
"242.15","760"
"242.2","324"
"242.25","324"
"242.3","324"
"242.35","547"
"242.4","547"
"242.45","547"
"242.5","435"
"242.55","435"
"242.6","435"
"242.65","335"
"242.7","335"
"242.75","335"
"242.8","646"
"242.85","646"
"242.9","646"
"242.95","512"
"243","512"
"243.05","512"
"243.1","716"
"243.15","716"
"243.2","716"
"243.25","233"
"243.3","233"
"243.35","233"
"243.4","564"
"243.45","564"
"243.5","564"
"243.55","521"
"243.6","521"
"243.65","521"
"243.7","743"
"243.75","743"
"243.8","743"
"243.85","651"
"243.9","651"
"243.95","651"
"244","635"
"244.05","635"
"244.1","635"
"244.15","567"
"244.2","567"
"244.25","567"
"244.3","81"
"244.35","81"
"244.4","81"
"244.45","265"
"244.5","265"
"244.55","265"
"244.6","691"
"244.65","691"
"244.7","691"
"244.75","219"
"244.8","219"
"244.85","219"
"244.9","516"
"244.95","516"
"245","516"
"245.05","353"
"245.1","353"
"245.15","353"
"245.2","0"
"245.25","0"
"245.3","0"
"245.35","306"
"245.4","306"
"245.45","306"
"245.5","471"
"245.55","471"
"245.6","471"
"245.65","785"
"245.7","785"
"245.75","785"
"245.8","575"
"245.85","575"
"245.9","575"
"245.95","46"
"246","46"
"246.05","46"
"246.1","218"
"246.15","218"
"246.2","218"
"246.25","497"
"246.3","497"
"246.35","497"
"246.4","226"
"246.45","226"
"246.5","226"
"246.55","170"
"246.6","170"
"246.65","170"
"246.7","55"
"246.75","55"
"246.8","55"
"246.85","28"
"246.9","28"
"246.95","28"
"247","249"
"247.05","249"
"247.1","249"
"247.15","372"
"247.2","372"
"247.25","372"
"247.3","463"
"247.35","463"
"247.4","463"
"247.45","95"
"247.5","95"
"247.55","95"
"247.6","290"
"247.65","290"
"247.7","290"
"247.75","392"
"247.8","392"
"247.85","392"
"247.9","556"
"247.95","556"
"248","556"
"248.05","353"
"248.1","353"
"248.15","353"
"248.2","265"
"248.25","265"
"248.3","265"
"248.35","106"
"248.4","106"
"248.45","106"
"248.5","635"
"248.55","635"
"248.6","635"
"248.65","362"
"248.7","362"
"248.75","362"
"248.8","295"
"248.85","295"
"248.9","295"
"248.95","593"
"249","593"
"249.05","593"
"249.1","711"
"249.15","711"
"249.2","711"
"249.25","654"
"249.3","654"
"249.35","654"
"249.4","122"
"249.45","122"
"249.5","122"
"249.55","612"
"249.6","612"
"249.65","612"
"249.7","2"
"249.75","2"
"249.8","2"
"249.85","593"
"249.9","593"
"249.95","593"
"250","157"
"250.05","157"
"250.1","157"
"250.15","140"
"250.2","140"
"250.25","140"
"250.3","585"
"250.35","585"
"250.4","585"
"250.45","527"
"250.5","527"
"250.55","527"
"250.6","266"
"250.65","266"
"250.7","266"
"250.75","506"
"250.8","506"
"250.85","506"
"250.9","92"
"250.95","92"
"251","92"
"251.05","288"
"251.1","288"
"251.15","288"
"251.2","38"
"251.25","38"
"251.3","38"
"251.35","155"
"251.4","155"
"251.45","155"
"251.5","155"
"251.55","155"
"251.6","155"
"251.65","769"
"251.7","769"
"251.75","769"
"251.8","384"
"251.85","384"
"251.9","384"
"251.95","774"
"252","774"
"252.05","774"
"252.1","352"
"252.15","352"
"252.2","352"
"252.25","513"
"252.3","513"
"252.35","513"
"252.4","791"
"252.45","791"
"252.5","791"
"252.55","351"
"252.6","351"
"252.65","351"
"252.7","75"
"252.75","75"
"252.8","75"
"252.85","581"
"252.9","581"
"252.95","581"
"253","718"
"253.05","718"
"253.1","718"
"253.15","50"
"253.2","50"
"253.25","50"
"253.3","312"
"253.35","312"
"253.4","312"
"253.45","53"
"253.5","53"
"253.55","53"
"253.6","701"
"253.65","701"
"253.7","701"
"253.75","25"
"253.8","25"
"253.85","25"
"253.9","630"
"253.95","630"
"254","630"
"254.05","246"
"254.1","246"
"254.15","246"
"254.2","250"
"254.25","250"
"254.3","250"
"254.35","250"
"254.4","250"
"254.45","250"
"254.5","778"
"254.55","778"
"254.6","778"
"254.65","33"
"254.7","33"
"254.75","33"
"254.8","15"
"254.85","15"
"254.9","15"
"254.95","578"
"255","578"
"255.05","578"
"255.1","417"
"255.15","417"
"255.2","417"
"255.25","100"
"255.3","100"
"255.35","100"
"255.4","701"
"255.45","701"
"255.5","701"
"255.55","147"
"255.6","147"
"255.65","147"
"255.7","472"
"255.75","472"
"255.8","472"
"255.85","170"
"255.9","170"
"255.95","170"
"256","613"
"256.05","613"
"256.1","613"
"256.15","200"
"256.2","200"
"256.25","200"
"256.3","90"
"256.35","90"
"256.4","90"
"256.45","790"
"256.5","790"
"256.55","790"
"256.6","422"
"256.65","422"
"256.7","422"
"256.75","590"
"256.8","590"
"256.85","590"
"256.9","144"
"256.95","144"
"257","144"
"257.05","357"
"257.1","357"
"257.15","357"
"257.2","162"
"257.25","162"
"257.3","162"
"257.35","194"
"257.4","194"
"257.45","194"
"257.5","727"
"257.55","727"
"257.6","727"
"257.65","256"
"257.7","256"
"257.75","256"
"257.8","313"
"257.85","313"
"257.9","313"
"257.95","455"
"258","455"
"258.05","455"
"258.1","741"
"258.15","741"
"258.2","741"
"258.25","753"
"258.3","753"
"258.35","753"
"258.4","392"
"258.45","392"
"258.5","392"
"258.55","386"
"258.6","386"
"258.65","386"
"258.7","479"
"258.75","479"
"258.8","479"
"258.85","775"
"258.9","775"
"258.95","775"
"259","521"
"259.05","521"
"259.1","521"
"259.15","292"
"259.2","292"
"259.25","292"
"259.3","482"
"259.35","482"
"259.4","482"
"259.45","174"
"259.5","174"
"259.55","174"
"259.6","260"
"259.65","260"
"259.7","260"
"259.75","91"
"259.8","91"
"259.85","91"
"259.9","467"
"259.95","467"
"260","467"
"260.05","88"
"260.1","88"
"260.15","88"
"260.2","247"
"260.25","247"
"260.3","247"
"260.35","134"
"260.4","134"
"260.45","134"
"260.5","134"
"260.55","134"
"260.6","134"
"260.65","158"
"260.7","158"
"260.75","158"
"260.8","454"
"260.85","454"
"260.9","454"
"260.95","530"
"261","530"
"261.05","530"
"261.1","752"
"261.15","752"
"261.2","752"
"261.25","789"
"261.3","789"
"261.35","789"
"261.4","588"
"261.45","588"
"261.5","588"
"261.55","606"
"261.6","606"
"261.65","606"
"261.7","37"
"261.75","37"
"261.8","37"
"261.85","159"
"261.9","159"
"261.95","159"
"262","177"
"262.05","177"
"262.1","177"
"262.15","546"
"262.2","546"
"262.25","546"
"262.3","560"
"262.35","560"
"262.4","560"
"262.45","533"
"262.5","533"
"262.55","533"
"262.6","263"
"262.65","263"
"262.7","263"
"262.75","198"
"262.8","198"
"262.85","198"
"262.9","231"
"262.95","231"
"263","231"
"263.05","426"
"263.1","426"
"263.15","426"
"263.2","560"
"263.25","560"
"263.3","560"
"263.35","742"
"263.4","742"
"263.45","742"
"263.5","63"
"263.55","63"
"263.6","63"
"263.65","95"
"263.7","95"
"263.75","95"
"263.8","105"
"263.85","105"
"263.9","105"
"263.95","619"
"264","619"
"264.05","619"
"264.1","602"
"264.15","602"
"264.2","602"
"264.25","288"
"264.3","288"
"264.35","288"
"264.4","238"
"264.45","238"
"264.5","238"
"264.55","284"
"264.6","284"
"264.65","284"
"264.7","7"
"264.75","7"
"264.8","7"
"264.85","426"
"264.9","426"
"264.95","426"
"265","588"
"265.05","588"
"265.1","588"
"265.15","222"
"265.2","222"
"265.25","222"
"265.3","474"
"265.35","474"
